date,time,persons,messages,lab_minutes,week
2019-06-17,18:53:00,x5, 🤔,755,25
2019-06-17,18:53:00,x2, Pero lo necesita mandar hoy  y la info la quiere el jueves 20,755,25
2019-06-17,18:53:00,x2, 🤣,755,25
2019-06-17,18:53:00,x8," Por bruta, para que no escribe bien",755,25
2019-06-17,18:54:00,x8, Jajajaja,756,25
2019-06-17,18:54:00,x2, No ma,756,25
2019-06-17,18:54:00,x5, 👀,756,25
2019-06-17,18:54:00,x8," Si me lo pide de hoy para hoy a las 6 de la tarde, obvio no lo voy a tener",756,25
2019-06-17,18:55:00,x2, Jejeje,757,25
2019-06-17,18:56:00,x2, Yo creo que la info la quiere  el jueves 20 para mandarla el próximo lunes no? Seria lo más coherente no?,758,25
2019-06-17,18:56:00,x2, Y además del 2017 se brinca al 2019,758,25
2019-06-17,18:57:00,x8, Quiero pensar que sí,759,25
2019-06-17,18:57:00,x2, Y el 2018 chingo a su madre,759,25
2019-06-17,18:57:00,x8, Porque lo del 2018 ya se lo mandé,759,25
2019-06-17,18:57:00,x2, Aaaaaaa,759,25
2019-06-17,18:57:00,x2, Pero bueno,759,25
2019-06-17,18:58:00,x2, Descansen amigos ✌🏾,760,25
2019-06-17,18:59:00,x5, <Multimedia omitido>,761,25
2019-06-17,18:59:00,x5, <Multimedia omitido>,761,25
2019-06-17,18:59:00,x8, <Multimedia omitido>,761,25
2019-06-18,12:50:00,x4, a que hora se comera?,392,25
2019-06-18,12:52:00,x9, Yo diría que ya 🤭🤭,394,25
2019-06-18,12:52:00,x9, Pero como 1,394,25
2019-06-18,12:52:00,x4, x2,394,25
2019-06-18,12:54:00,x8, <Multimedia omitido>,396,25
2019-06-18,13:05:00,x9, <Multimedia omitido>,407,25
2019-06-18,13:05:00,x10, <Multimedia omitido>,407,25
2019-06-18,13:06:00,x2, Tons?,408,25
2019-06-18,13:07:00,x9, <Multimedia omitido>,409,25
2019-06-18,13:08:00,x9, <Multimedia omitido>,410,25
2019-06-18,13:08:00,x5, <Multimedia omitido>,410,25
2019-06-18,13:09:00,x5, Dejen envío un mail y ya,411,25
2019-06-18,13:09:00,x5, ,411,25
2019-06-18,13:09:00,x10, <Multimedia omitido>,411,25
2019-06-18,13:18:00,x5, <Multimedia omitido>,420,25
2019-06-18,13:19:00,x5, Yaaaa,421,25
2019-06-18,13:21:00,x2, Listas???,423,25
2019-06-18,13:52:00,x4, Que es Martin jajaja,454,25
2019-06-18,13:53:00,x9, Quien es Martín no los conozco por nombre,455,25
2019-06-19,13:12:00,x4, a que hora se comera?,414,25
2019-06-19,13:12:00,x7, ya,414,25
2019-06-19,13:12:00,x10, Ya,414,25
2019-06-19,13:12:00,x10, <Multimedia omitido>,414,25
2019-06-19,13:12:00,x4, X3,414,25
2019-06-19,13:14:00,x5, va,416,25
2019-06-19,13:14:00,x9, <Multimedia omitido>,416,25
2019-06-19,13:32:00,x4, comida comida,434,25
2019-06-19,13:32:00,x4, comidaaaaaaaaaaaaaa,434,25
2019-06-19,13:35:00,x5, ya ya ya,437,25
2019-06-19,13:35:00,x5, bueno Ale está en algodón,437,25
2019-06-19,13:38:00,x8, ya vamas,440,25
2019-06-19,13:39:00,x4, arre,441,25
2019-06-19,16:20:00,x9, @5215567914864 @5215522630940 creo que uno de sus planes está aquí a lado mio,602,25
2019-06-19,16:20:00,x8, kha?,602,25
2019-06-19,16:20:00,x5, ajá,602,25
2019-06-19,16:21:00,x5, pero sólo es el de @5215522630940,603,25
2019-06-19,16:21:00,x4, khaaa,603,25
2019-06-19,16:21:00,x9, Aaaah 🤭,603,25
2019-06-19,16:21:00,x8, es el plan B de la Joa,603,25
2019-06-19,16:21:00,x4, el plan B?,603,25
2019-06-19,16:21:00,x4, ya sabes quien es,603,25
2019-06-19,16:21:00,x9, Ese es el B,603,25
2019-06-19,16:21:00,x4, 😆,603,25
2019-06-19,16:21:00,x9, Ya jajaja,603,25
2019-06-19,16:21:00,x4, que diablos hace allá?,603,25
2019-06-19,16:21:00,x4, jajajajja,603,25
2019-06-19,16:21:00,x9, Nonse que le está pidiendo a jon,603,25
2019-06-19,16:22:00,x5, eres policía ?,604,25
2019-06-19,16:22:00,x9, <Multimedia omitido>,604,25
2019-06-19,16:22:00,x4, jajajaja,604,25
2019-06-19,16:22:00,x9, Básicamente me guié porque hace rato me dijiste playera gris 🤭,604,25
2019-06-19,16:26:00,x4, 😉 eso!,608,25
2019-06-19,16:27:00,x9, <Multimedia omitido>,609,25
2019-06-19,17:09:00,x9, <Multimedia omitido>,651,25
2019-06-19,17:12:00,x5, y el Jetty?,654,25
2019-06-19,17:12:00,x2, Jejeje,654,25
2019-06-19,17:14:00,x10, Que es eso ? No lo conozco ?,656,25
2019-06-19,17:14:00,x10, <Multimedia omitido>,656,25
2019-06-19,17:15:00,x6, Falta jess no?,657,25
2019-06-19,17:16:00,x9, <Multimedia omitido>,658,25
2019-06-19,17:17:00,x2, Jejeje ya la ingreso a este grupo? 👀,659,25
2019-06-19,17:18:00,x4, <Multimedia omitido>,660,25
2019-06-19,17:18:00,x4, <Multimedia omitido>,660,25
2019-06-19,17:18:00,x2, ???,660,25
2019-06-19,17:19:00,x7, Te quieres morir ese,661,25
2019-06-19,17:19:00,x7, ?,661,25
2019-06-19,17:19:00,x7, Si,661,25
2019-06-19,17:21:00,x9, 🤣🤣🤣🤣🤣🤣,663,25
2019-06-19,17:23:00,x4, <Multimedia omitido>,665,25
2019-06-19,17:37:00,x4, Que hacen chistosos!?,679,25
2019-06-20,13:11:00,x4, vamooo a comer,413,25
2019-06-20,13:14:00,x6, Vamos!!!,416,25
2019-06-20,13:19:00,x2, Ya??,421,25
2019-06-20,13:20:00,x6, Yaaaa,422,25
2019-06-20,13:20:00,x6, Bueno ahorita q regrese yisus,422,25
2019-06-20,13:21:00,x2, Ok,423,25
2019-06-20,13:21:00,x8, <Multimedia omitido>,423,25
2019-06-20,13:21:00,x4, ok,423,25
2019-06-20,13:27:00,x8," Cámara Yisus, nos estamos desmayando de hambre",429,25
2019-06-20,13:30:00,x2, Me avisan,432,25
2019-06-20,13:30:00,x2, Yo estoy lejos de ustedes,432,25
2019-06-20,13:33:00,x4, Pos ya,435,25
2019-06-20,20:57:00,x6, @5215522630940 estamos cantando y silbando tu canción,879,25
2019-06-20,20:57:00,x6, Este mensaje fue eliminado,879,25
2019-06-20,20:57:00,x6, Jajajaja,879,25
2019-06-20,20:57:00,x9, Neta siguen ahí?,879,25
2019-06-20,20:59:00,x1," ¿A qué hora se va a ir a cenar, amigos?",881,25
2019-06-20,21:00:00,x9, <Multimedia omitido>,882,25
2019-06-20,21:02:00,x1, <Multimedia omitido>,884,25
2019-06-20,21:03:00,x9, <Multimedia omitido>,885,25
2019-06-20,21:03:00,x4, Qué canción???,885,25
2019-06-20,21:04:00,x6, Unos tacos de pastor,886,25
2019-06-20,21:06:00,x6, La incondicional,888,25
2019-06-20,21:06:00,x6, Jajajaja,888,25
2019-06-20,21:15:00,x5," Ah nu ma amigos, les falta mucho?",897,25
2019-06-20,21:24:00,x4, Jajajajaja ese yisus,906,25
2019-06-20,21:25:00,x4, <Multimedia omitido>,907,25
2019-06-20,21:32:00,x10, <Multimedia omitido>,914,25
2019-06-20,22:14:00,x6, Ya vamos terminando,956,25
2019-06-20,22:15:00,x9, Ya mejor bajen al 10 y ahí se duermen,957,25
2019-06-20,22:15:00,x9, <Multimedia omitido>,957,25
2019-06-20,22:20:00,x4, Jajajaja,962,25
2019-06-20,22:22:00,x2, @5215521392914 no te preocupes a @5215513961458 le toca quedarse el lunes 😬,964,25
2019-06-20,22:22:00,x4, Tssss,964,25
2019-06-20,22:24:00,x9, Si ya me estoy preparando mentalmente 🤣 total ya estoy acostumbrada 🙌🏻,966,25
2019-06-20,22:25:00,x2, Eso chinga!!,967,25
2019-06-20,22:26:00,x9, <Multimedia omitido>,968,25
2019-06-21,06:59:00,x4, <Multimedia omitido>,41,25
2019-06-21,06:59:00,x9, Atorados en el metro supongo porque la naranja venía lenta y atascada desde mixcoac,41,25
2019-06-21,07:00:00,x2, 😴,42,25
2019-06-21,07:00:00,x4, A mi me toco normal 🤷🏻‍♀,42,25
2019-06-21,07:00:00,x4, Flojo !,42,25
2019-06-21,07:00:00,x4, Hahahaha,42,25
2019-06-21,07:01:00,x9, A mi me tocó un buen de gente en mixcoac y dejaron pasar un tren vacío obvio que al siguiente ya venía atascado,43,25
2019-06-21,07:02:00,x2, Poquito 😔,44,25
2019-06-21,07:21:00,x5, <Multimedia omitido>,63,25
2019-06-21,07:42:00,x8, En examen 🤭,84,25
2019-06-21,07:45:00,x2, Por?,87,25
2019-06-21,07:45:00,x6, 😍😝,87,25
2019-06-21,07:46:00,x6," Lalo, no vas decir lo tuyo?",88,25
2019-06-21,07:46:00,x5, Por lo de deportivo Oceanía,88,25
2019-06-21,07:47:00,x6, No,89,25
2019-06-21,07:48:00,x5," Hace 5 minutos revisé, espera y les doy confirmación visual",90,25
2019-06-21,07:48:00,x5, <Multimedia omitido>,90,25
2019-06-21,07:48:00,x6, Juega,90,25
2019-06-21,07:48:00,x5, Voy en el camión jugando 🙊,90,25
2019-06-21,07:49:00,x6, Jajqjqjq,91,25
2019-06-21,07:49:00,x6, Jajajaja,91,25
2019-06-21,07:50:00,x6, @5215567914864 me entristece actualizar la cifra a 430 mil,92,25
2019-06-21,07:59:00,x5, <Multimedia omitido>,101,25
2019-06-21,07:59:00,x5, <Multimedia omitido>,101,25
2019-06-21,08:48:00,x8, 🤭,150,25
2019-06-21,09:20:00,x6, Alguien quiere algo del oxxo?,182,25
2019-06-21,09:20:00,x9, No gracias,182,25
2019-06-21,09:21:00,x4, una cocaaaaa,183,25
2019-06-21,09:21:00,x5, un peñafiel de coco,183,25
2019-06-21,09:21:00,x4, sin azucar plox,183,25
2019-06-21,09:21:00,x5, porfa,183,25
2019-06-21,09:21:00,x5, sino una coca zero plox,183,25
2019-06-21,09:21:00,x6, Algo mas?,183,25
2019-06-21,09:22:00,x4," ño, eres el mejorts",184,25
2019-06-21,09:36:00,x4, estamos en el 10,198,25
2019-06-21,09:36:00,x2," No es verdad, estamos en el 11",198,25
2019-06-21,09:36:00,x6, Ya estoy entrando al edificio,198,25
2019-06-21,09:36:00,x6, 11?,198,25
2019-06-21,09:39:00,x4, nop en el 10,201,25
2019-06-21,09:39:00,x10, 11,201,25
2019-06-21,09:39:00,x4," en el 10 estamos ingrid, lalo, Ro y yo",201,25
2019-06-21,09:39:00,x4, FIN,201,25
2019-06-21,09:39:00,x6, Jajaja,201,25
2019-06-21,09:39:00,x6, Mi equipo?,201,25
2019-06-21,09:39:00,x4, en el 10,201,25
2019-06-21,09:39:00,x10, En el 11,201,25
2019-06-21,09:39:00,x6, Jajaja,201,25
2019-06-21,09:40:00,x6, Voy al 11 por mi compu,202,25
2019-06-21,09:40:00,x4, papas,202,25
2019-06-21,11:58:00,x8, <Multimedia omitido>,340,25
2019-06-21,11:58:00,x8, Quién fue el chistoso?,340,25
2019-06-21,11:58:00,x8, 👀,340,25
2019-06-21,11:59:00,x2, 🤣🤣🤣,341,25
2019-06-21,12:00:00,x9, <Multimedia omitido>,342,25
2019-06-21,12:00:00,x10, <Multimedia omitido>,342,25
2019-06-21,13:27:00,x6, Ni idea!!,429,25
2019-06-21,13:53:00,x9, Alguno tiene encendedor 🙏🏻,455,25
2019-06-21,13:57:00,x5, no fumo ,459,25
2019-06-21,13:57:00,x8, <Multimedia omitido>,459,25
2019-06-21,14:23:00,x2," Amigos, ya bajen a piso 10",485,25
2019-06-21,14:23:00,x2, Ya están las donas,485,25
2019-06-21,14:54:00,x1, Ya amigo,516,25
2019-06-21,14:54:00,x1, Amigos,516,25
2019-06-21,14:54:00,x1, <Multimedia omitido>,516,25
2019-06-21,14:55:00,x1, Ya cayó la gorda,517,25
2019-06-21,14:56:00,x2, <Multimedia omitido>,518,25
2019-06-21,18:48:00,x2," Amigos, ya les depositaron en la tarjeta de vales?",750,25
2019-06-21,18:50:00,x9, Les dan vales? 🥺,752,25
2019-06-21,18:53:00,x10, <Multimedia omitido>,755,25
2019-06-21,18:53:00,x10, <Multimedia omitido>,755,25
2019-06-21,19:09:00,x5, No amigo,771,25
2019-06-21,19:09:00,x5, Sigue sin caer,771,25
2019-06-21,19:14:00,x1, <Multimedia omitido>,776,25
2019-06-21,19:16:00,x9, <Multimedia omitido>,778,25
2019-06-21,19:25:00,x4," Pero si, no han caído los vales 😭",787,25
2019-06-22,08:58:00,x1, Ya cayeron,160,25
2019-06-22,09:16:00,x2, 🥳,178,25
2019-06-22,10:05:00,x5," Tenemos confirmación visual, ya cayeron",227,25
2019-06-24,11:44:00,x5, <Multimedia omitido>,326,26
2019-06-24,11:44:00,x5, <Multimedia omitido>,326,26
2019-06-24,11:44:00,x5, <Multimedia omitido>,326,26
2019-06-24,11:44:00,x5, <Multimedia omitido>,326,26
2019-06-24,12:57:00,x2, A que hora comeremos?,399,26
2019-06-24,12:58:00,x5, 🤔,400,26
2019-06-24,13:03:00,x8, 1,405,26
2019-06-24,13:04:00,x4, Jalisco,406,26
2019-06-24,13:48:00,x5, 😢,450,26
2019-06-24,13:48:00,x5, ya?,450,26
2019-06-24,13:48:00,x8, <Multimedia omitido>,450,26
2019-06-24,13:49:00,x6, Pues ya,451,26
2019-06-24,13:49:00,x6, Los esperamos en el comedor,451,26
2019-06-24,13:49:00,x7, va,451,26
2019-06-24,14:02:00,x5, 🤭,464,26
2019-06-26,13:19:00,x7, <Multimedia omitido>,421,26
2019-06-26,13:20:00,x9, Es como la casita que @5215567914864 puso acá abajo,422,26
2019-06-26,13:21:00,x5, que ofertón ,423,26
2019-06-26,13:21:00,x8, Jajajajaja,423,26
2019-06-26,13:23:00,x4, Jajajaja,425,26
2019-06-26,13:28:00,x6, Rola el número,430,26
2019-06-26,14:03:00,x5, Hay de milaneza y atún,465,26
2019-06-26,14:03:00,x5, ,465,26
2019-06-26,14:03:00,x5, Corran,465,26
2019-06-26,14:03:00,x5, @5215567914864 @5215522630940,465,26
2019-06-26,14:03:00,x4, Agarrame una de atún,465,26
2019-06-26,14:06:00,x5, Ya la agarró Ale,468,26
2019-06-26,14:06:00,x5, 👌,468,26
2019-06-26,14:07:00,x4, Uju!,469,26
2019-06-26,14:07:00,x4, Gracias amigos,469,26
2019-06-26,15:39:00,x8, Ahí te va el video @5212228383412,561,26
2019-06-26,15:39:00,x8, https,561,26
2019-06-26,15:40:00,x9, Ya acepto el reto por fin?,562,26
2019-06-26,15:40:00,x8," sí, ya se armó",562,26
2019-06-26,15:40:00,x8, le puse una fácil,562,26
2019-06-26,15:40:00,x9, Jajaja pues para el todas estaban fáciles no 🤭,562,26
2019-06-26,15:41:00,x7, Está bien difícil 😢,563,26
2019-06-26,15:41:00,x8, jajajaja,563,26
2019-06-26,15:41:00,x8, nel perro,563,26
2019-06-26,15:41:00,x9, <Multimedia omitido>,563,26
2019-06-26,15:42:00,x7, https,564,26
2019-06-26,15:42:00,x7, esta si esta chida,564,26
2019-06-26,15:42:00,x7, xD,564,26
2019-06-26,15:46:00,x8, Esa está fácil y estás llorando,568,26
2019-06-26,15:46:00,x8, Sí quieres te pongo una más difícil,568,26
2019-06-26,15:46:00,x9, Yo digo que se va a rajar,568,26
2019-06-26,15:47:00,x8, pos ya dijo que sí,569,26
2019-06-26,15:47:00,x8, tengo testigos,569,26
2019-06-26,15:48:00,x9, Este mensaje fue eliminado,570,26
2019-06-26,16:03:00,x8, o esa,585,26
2019-06-26,16:03:00,x8, https,585,26
2019-06-26,16:04:00,x8, que dice el público?,586,26
2019-06-26,16:04:00,x9, Voto por esta,586,26
2019-06-26,16:05:00,x5, arre con la que barre,587,26
2019-06-26,16:05:00,x4, yo esta!,587,26
2019-06-26,16:05:00,x4, o sea voto por esa,587,26
2019-06-26,16:07:00,x10, X2,589,26
2019-06-26,16:10:00,x7, Ya quedó para el jueves,592,26
2019-06-26,16:10:00,x9, Mañana?,592,26
2019-06-26,16:10:00,x8, <Multimedia omitido>,592,26
2019-06-26,16:14:00,x8, El próximo,596,26
2019-06-26,16:15:00,x9, <Multimedia omitido>,597,26
2019-06-27,10:30:00,x9, Ya se porque el del carrito no esta,252,26
2019-06-27,10:30:00,x8, porqué??!!!1,252,26
2019-06-27,10:31:00,x4, por???,253,26
2019-06-27,10:38:00,x9, Porque están dándole mantenimiento a la cocina,260,26
2019-06-27,10:39:00,x8, ah ok,261,26
2019-06-27,12:45:00,x2, A la 1,387,26
2019-06-27,12:45:00,x10, <Multimedia omitido>,387,26
2019-06-27,12:45:00,x9, Halloween,387,26
2019-06-27,12:55:00,x8, <Multimedia omitido>,397,26
2019-06-27,13:44:00,x4, a comerr,446,26
2019-06-27,13:44:00,x2, vamas,446,26
2019-06-27,13:47:00,x5, arre,449,26
2019-06-28,07:09:00,x9, Donde están todos?,51,26
2019-06-28,07:10:00,x5, 😴,52,26
2019-06-28,07:10:00,x8," Yo en el metro pero no lo logro, apenas voy en san Joaquín 😔",52,26
2019-06-28,07:12:00,x9, Tssss pues yo creo que ninguno lo logra,54,26
2019-06-28,07:12:00,x9, Yo también casi no lo lograba,54,26
2019-06-28,07:13:00,x5, 😱,55,26
2019-06-28,07:13:00,x8, 🤷🏻‍♀,55,26
2019-06-28,07:14:00,x9, No pues ya nos vamos,56,26
2019-06-28,07:18:00,x1, Se quedó el metro parado en Tacubaya y Constituyentes 😓,60,26
2019-06-28,07:23:00,x4, Avisenme a ver si llego a mi examen,65,26
2019-06-28,07:23:00,x4, Esta de shit,65,26
2019-06-28,07:43:00,x5, <Multimedia omitido>,85,26
2019-06-28,07:43:00,x9, Si el metro estuvo imposible desde la dorada y la naranja igual,85,26
2019-06-28,07:59:00,x5, Ya llegaron?,101,26
2019-06-28,07:59:00,x8, Casi,101,26
2019-06-28,08:00:00,x9, Ya,102,26
2019-06-28,08:01:00,x5, Nocierto,103,26
2019-06-28,08:02:00,x5, 👀,104,26
2019-06-28,08:02:00,x9, Estoy en el 10,104,26
2019-06-28,08:02:00,x9, 🤭,104,26
2019-06-28,08:03:00,x5, 😛,105,26
2019-06-28,08:09:00,x8, Se arman los chilaquiles o queso,111,26
2019-06-28,08:10:00,x9, Jalo,112,26
2019-06-28,08:52:00,x4, Lo logre amigos,154,26
2019-06-28,08:53:00,x8, ne memes,155,26
2019-06-28,08:53:00,x8, apenitas,155,26
2019-06-28,08:53:00,x8, éxito en tu examen bb!!!,155,26
2019-06-28,08:53:00,x9, X2,155,26
2019-06-28,08:53:00,x4, 😭😭😭gracias 😘,155,26
2019-06-28,08:58:00,x9, Vamos ir o no vamos ir,160,26
2019-06-28,08:58:00,x8, chi,160,26
2019-06-28,08:58:00,x8, vamas!,160,26
2019-06-28,08:59:00,x9, Vamos!,161,26
2019-06-28,11:52:00,x4, Voa reprobar,334,26
2019-06-28,11:52:00,x4, Se les dijo,334,26
2019-06-28,11:52:00,x9, 😬🤦🏼‍♀,334,26
2019-06-28,11:53:00,x9, Por?,335,26
2019-06-28,11:53:00,x8, <Multimedia omitido>,335,26
2019-06-28,11:53:00,x4, Maj pesado Alv,335,26
2019-06-28,11:55:00,x2, Jejeje,337,26
2019-06-28,11:55:00,x2, Ánimo,337,26
2019-06-28,12:06:00,x5, 🤷‍♂ Así como yo,348,26
2019-06-28,12:06:00,x4, Jajajajajaja,348,26
2019-07-01,12:32:00,x2," Que, a la 1",374,27
2019-07-01,12:33:00,x8, Cámara,375,27
2019-07-01,12:33:00,x1, Bambi 🦌,375,27
2019-07-01,12:33:00,x2, Va va va,375,27
2019-07-01,12:33:00,x4, chiii,375,27
2019-07-01,12:41:00,x5, baba de perro,383,27
2019-07-01,13:34:00,x2, Ya o que?,436,27
2019-07-01,13:35:00,x5, yayayayaya,437,27
2019-07-01,13:35:00,x8, vamas!,437,27
2019-07-01,13:35:00,x2, Amos,437,27
2019-07-02,09:54:00,x9, Voy al oxxo alguien quiere algo,216,27
2019-07-02,09:54:00,x8," no, gracias  ",216,27
2019-07-02,09:54:00,x4," ño, gracias",216,27
2019-07-02,09:55:00,x5," no, gracias",217,27
2019-07-02,09:55:00,x9, Vans,217,27
2019-07-02,10:47:00,x10, <Multimedia omitido>,269,27
2019-07-02,10:49:00,x2, Vas @5215521392914 jejejeje,271,27
2019-07-02,10:50:00,x6, Deme 10!!,272,27
2019-07-02,13:05:00,x2, A la 1,407,27
2019-07-02,13:06:00,x5, baba de pirro,408,27
2019-07-02,13:06:00,x2, Jeje,408,27
2019-07-02,13:11:00,x11, <Multimedia omitido>,413,27
2019-07-02,13:11:00,x11, Hola 😬,413,27
2019-07-02,13:13:00,x8, <Multimedia omitido>,415,27
2019-07-02,13:14:00,x5, 😛🖖,416,27
2019-07-02,13:14:00,x10, <Multimedia omitido>,416,27
2019-07-02,13:14:00,x4, <Multimedia omitido>,416,27
2019-07-02,13:15:00,x9, <Multimedia omitido>,417,27
2019-07-02,13:15:00,x10, <Multimedia omitido>,417,27
2019-07-02,13:20:00,x1, <Multimedia omitido>,422,27
2019-07-03,10:34:00,x4, bebés de luz y oscuridad!,256,27
2019-07-03,10:35:00,x9, <Multimedia omitido>,257,27
2019-07-03,10:35:00,x2, Lo de oscuridad lo dices por que soy negro?,257,27
2019-07-03,10:35:00,x2, 🤔,257,27
2019-07-03,10:35:00,x4, el viernes se armara el team building o queso?,257,27
2019-07-03,10:35:00,x4, simón jajaja,257,27
2019-07-03,10:36:00,x9, Yo no se si podré amigos,258,27
2019-07-03,10:37:00,x2, A bueno jeje,259,27
2019-07-03,10:38:00,x5, los molletes?,260,27
2019-07-03,10:42:00,x4, aparte,264,27
2019-07-03,10:42:00,x4, esos son para el desayuno,264,27
2019-07-03,10:42:00,x8, Ay la otra,264,27
2019-07-03,10:42:00,x4, yo decia despues del trabajo,264,27
2019-07-03,12:50:00,x5, comemos a la 1?,392,27
2019-07-03,12:51:00,x8, <Multimedia omitido>,393,27
2019-07-03,12:52:00,x4, simon,394,27
2019-07-03,12:52:00,x5, vava,394,27
2019-07-03,12:54:00,x9, Vans,396,27
2019-07-03,13:04:00,x5, vamos! ,406,27
2019-07-03,13:04:00,x9, Adelantense amigos,406,27
2019-07-03,13:05:00,x11, Jona y yo estamos en junta,407,27
2019-07-04,09:01:00,x5, <Multimedia omitido>,163,27
2019-07-04,09:01:00,x9, 😅,163,27
2019-07-04,09:01:00,x4, jajajajajajaja,163,27
2019-07-04,09:02:00,x7, 😆,164,27
2019-07-04,10:24:00,x1, <Multimedia omitido>,246,27
2019-07-04,10:25:00,x8, Jajajajajajajajajajajajaja,247,27
2019-07-04,10:25:00,x5, 🤣😂,247,27
2019-07-04,10:25:00,x4, <Multimedia omitido>,247,27
2019-07-04,10:25:00,x8, <Multimedia omitido>,247,27
2019-07-04,10:26:00,x9, 🤣🤣🤣🤣🤣,248,27
2019-07-04,10:26:00,x9, <Multimedia omitido>,248,27
2019-07-04,13:24:00,x5, comeremos?,426,27
2019-07-04,13:24:00,x7, hoy no ,426,27
2019-07-04,13:25:00,x9, Tienes que bailar,427,27
2019-07-04,13:26:00,x7, 🤔,428,27
2019-07-04,13:27:00,x8, Jajajaj,429,27
2019-07-04,15:38:00,x4, <Multimedia omitido>,560,27
2019-07-04,15:42:00,x4, videaaaaaaaaa,564,27
2019-07-04,15:42:00,x2, Lo tiene ingrid,564,27
2019-07-04,15:42:00,x4, ambaas,564,27
2019-07-04,15:42:00,x4, jajaja,564,27
2019-07-04,15:45:00,x9, <Multimedia omitido>,567,27
2019-07-04,15:45:00,x2, <Multimedia omitido>,567,27
2019-07-04,15:51:00,x8, ¿cuál es el veredicto señor juez?,573,27
2019-07-04,15:52:00,x4, <Multimedia omitido>,574,27
2019-07-04,15:52:00,x8, que nervia!,574,27
2019-07-04,15:52:00,x2, <Multimedia omitido>,574,27
2019-07-04,15:54:00,x2, <Multimedia omitido>,576,27
2019-07-04,15:54:00,x8, <Multimedia omitido>,576,27
2019-07-04,15:55:00,x8, con gusto se pagarán esas paletas,577,27
2019-07-04,15:55:00,x9, <Multimedia omitido>,577,27
2019-07-04,15:55:00,x4, <Multimedia omitido>,577,27
2019-07-04,15:56:00,x11, <Multimedia omitido>,578,27
2019-07-04,17:04:00,x1, <Multimedia omitido>,646,27
2019-07-04,17:10:00,x5, jajajajajaja nu ma,652,27
2019-07-05,06:32:00,x5, <Multimedia omitido>,14,27
2019-07-05,06:33:00,x5, Chilló la rata amigos,15,27
2019-07-05,06:34:00,x4, <Multimedia omitido>,16,27
2019-07-05,06:57:00,x8, <Multimedia omitido>,39,27
2019-07-05,07:54:00,x9, Donde están?,96,27
2019-07-05,08:08:00,x4, En la oficina,110,27
2019-07-05,08:09:00,x8, A lado de ti bb,111,27
2019-07-05,08:10:00,x9, <Multimedia omitido>,112,27
2019-07-05,08:20:00,x10, <Multimedia omitido>,122,27
2019-07-05,08:30:00,x5, Se va armar?,132,27
2019-07-05,08:35:00,x8, te estamos esperando bb,137,27
2019-07-05,08:53:00,x5, @5215567914864 te vemos abajo,155,27
2019-07-05,08:53:00,x8, Cámara,155,27
2019-07-07,13:18:00,x5, Ya cayeron los vales,420,27
2019-07-07,13:19:00,x4, Yeah,421,27
2019-07-07,13:49:00,x8, Ajale,451,27
2019-07-08,13:33:00,x4, ya a comerrrrrrrrr,435,28
2019-07-08,13:33:00,x4, T_T,435,28
2019-07-08,13:33:00,x8, vamaaaaaaaaaaaaaaaaaaaas,435,28
2019-07-08,13:33:00,x5, arre,435,28
2019-07-08,13:33:00,x9, Provecho amigos,435,28
2019-07-08,13:34:00,x11, 😢,436,28
2019-07-08,13:35:00,x10, <Multimedia omitido>,437,28
2019-07-08,13:35:00,x10, <Multimedia omitido>,437,28
2019-07-08,13:35:00,x9, <Multimedia omitido>,437,28
2019-07-08,14:22:00,x7," ¡Obtén 200,00 MXN para probar Waze Carpool! Usa mi código",484,28
2019-07-08,14:22:00,x7, https,484,28
2019-07-08,15:51:00,x5, no salen para mi casa ,573,28
2019-07-08,16:25:00,x7, 😢,607,28
2019-07-09,13:21:00,x7, A qué hora iremos a comer,423,28
2019-07-09,13:21:00,x7, ?,423,28
2019-07-09,13:21:00,x5, 😢,423,28
2019-07-09,13:21:00,x5, ya quiero,423,28
2019-07-09,13:22:00,x5, ahora que acaben su llamada estas niñas,424,28
2019-07-09,13:31:00,x10, <Multimedia omitido>,433,28
2019-07-09,13:31:00,x10, <Multimedia omitido>,433,28
2019-07-09,13:31:00,x10, <Multimedia omitido>,433,28
2019-07-09,13:34:00,x5, <Multimedia omitido>,436,28
2019-07-09,13:34:00,x5, <Multimedia omitido>,436,28
2019-07-09,14:53:00,x5, Responda encuestas breves para ganar dinero. Descargue Recompensas por opinión de Google ahora mismo,515,28
2019-07-10,13:06:00,x8, a qué hora se comerá?,408,28
2019-07-10,13:11:00,x5," 🐷 lo antes posible, no?",413,28
2019-07-10,13:12:00,x8, que Joany termine su call,414,28
2019-07-10,13:15:00,x5, va,417,28
2019-07-10,15:53:00,x5, yo digo que ya nos cargó san banano,575,28
2019-07-10,15:53:00,x5, o sea que ya va a llover,575,28
2019-07-10,16:18:00,x11, <Multimedia omitido>,600,28
2019-07-10,16:18:00,x11, Ya está lloviendo,600,28
2019-07-10,16:23:00,x4, valio verdura!,605,28
2019-07-10,16:23:00,x5," exacto, ya estamos bien atorados",605,28
2019-07-10,16:24:00,x4, como sea me quedare jajajaajaja,606,28
2019-07-10,16:24:00,x5, verde,606,28
2019-07-10,16:24:00,x4, <Multimedia omitido>,606,28
2019-07-10,16:28:00,x5, <Multimedia omitido>,610,28
2019-07-10,16:44:00,x5, Oigan,626,28
2019-07-10,16:44:00,x5, Pueden bajar los platos?,626,28
